127.0.0.1 - - [03/Nov/2020:14:38:54 -0300] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:38:59 -0300] "GET /MakeAndCia/www/dist/img/avatar5.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:38:59 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:38:59 -0300] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:39:00 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 685
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:39:14 -0300] "GET /MakeAndCia/Controller?service=InserirProduto&codigo=j&descricao=j&preco-custo=1&preco-venda=1&categoria=1&fornecedor=1&qtd-estoque=1 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:39:16 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:46:10 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:46:10 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:46:22 -0300] "GET /MakeAndCia/Controller?service=InserirProduto&codigo=yrtytr&descricao=rtyrt&preco-custo=3434&preco-venda=111&categoria=2121&fornecedor=2121&qtd-estoque=12121 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:46:23 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 955
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:59:42 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:59:42 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 955
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:59:55 -0300] "GET /MakeAndCia/Controller?service=InserirProduto&codigo=THULIOOO&descricao=THULIOOO&preco-custo=1&preco-venda=1&categoria=1&fornecedor=1&qtd-estoque=1 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [03/Nov/2020:14:59:56 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 1092
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:01:04 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:01:04 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 1092
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:01:11 -0300] "GET /MakeAndCia/Controller?service=InserirProduto&codigo=QEQW&descricao=qweqweqw&preco-custo=11&preco-venda=11&categoria=11&fornecedor=111&qtd-estoque=111 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:01:12 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 1232
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:01:16 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:01:17 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 1232
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:45 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 200 19894
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 200 121205
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31004
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/css/AdminLTE.min.css HTTP/1.1" 200 91507
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/Ionicons/css/ionicons.min.css HTTP/1.1" 200 51295
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/css/skins/skin-blue.min.css HTTP/1.1" 200 3156
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/adminlte.min.js HTTP/1.1" 200 14561
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/demo.js HTTP/1.1" 200 17647
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/adminlte.js HTTP/1.1" 200 29555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/index.js HTTP/1.1" 200 1249
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/js/util.js HTTP/1.1" 200 302
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/img/avatar5.png HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 200 19894
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/css/AdminLTE.min.css HTTP/1.1" 200 91507
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 200 121205
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/Ionicons/css/ionicons.min.css HTTP/1.1" 200 51295
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/css/skins/skin-blue.min.css HTTP/1.1" 200 3156
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31004
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/adminlte.min.js HTTP/1.1" 200 14561
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/demo.js HTTP/1.1" 200 17647
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/adminlte.js HTTP/1.1" 200 29555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/index.js HTTP/1.1" 200 1249
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/js/util.js HTTP/1.1" 200 302
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/img/avatar5.png HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 200 19894
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 200 121205
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/css/AdminLTE.min.css HTTP/1.1" 200 91507
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/Ionicons/css/ionicons.min.css HTTP/1.1" 200 51295
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/css/skins/skin-blue.min.css HTTP/1.1" 200 3156
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31004
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/demo.js HTTP/1.1" 200 17647
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/js/util.js HTTP/1.1" 200 302
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/adminlte.min.js HTTP/1.1" 200 14561
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/adminlte.js HTTP/1.1" 200 29555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/index.js HTTP/1.1" 200 1249
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/img/avatar5.png HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 200 19894
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 200 121205
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/Ionicons/css/ionicons.min.css HTTP/1.1" 200 51295
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/css/skins/skin-blue.min.css HTTP/1.1" 200 3156
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/css/AdminLTE.min.css HTTP/1.1" 200 91507
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31004
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/adminlte.min.js HTTP/1.1" 200 14561
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/demo.js HTTP/1.1" 200 17647
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/index.js HTTP/1.1" 200 1249
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/js/adminlte.js HTTP/1.1" 200 29555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/js/util.js HTTP/1.1" 200 302
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/dist/img/avatar5.png HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:46 -0300] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:02:58 -0300] "GET /MakeAndCia/Controller?service=InserirProduto&codigo=TESTE&descricao=TESTE&preco-custo=2&preco-venda=2&categoria=2&fornecedor=2&qtd-estoque=2 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:04 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:04 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:21 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:21 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:21 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:28 -0300] "GET /MakeAndCia/Controller?service=InserirProduto&codigo=ERE&descricao=RERE&preco-custo=2&preco-venda=2&categoria=2&fornecedor=2&qtd-estoque=2 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:53 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:53 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 200 1580
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 200 19894
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 200 121205
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31004
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/css/AdminLTE.min.css HTTP/1.1" 200 91507
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/css/skins/skin-blue.min.css HTTP/1.1" 200 3156
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/bower_components/Ionicons/css/ionicons.min.css HTTP/1.1" 200 51295
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/index.js HTTP/1.1" 200 1249
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/js/util.js HTTP/1.1" 200 302
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 200 1580
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/js/adminlte.min.js HTTP/1.1" 200 14561
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/js/demo.js HTTP/1.1" 200 17647
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/js/adminlte.js HTTP/1.1" 200 29555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/img/avatar5.png HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/index.html HTTP/1.1" 200 19894
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 200 121205
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/bower_components/Ionicons/css/ionicons.min.css HTTP/1.1" 200 51295
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/css/AdminLTE.min.css HTTP/1.1" 200 91507
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31004
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/css/skins/skin-blue.min.css HTTP/1.1" 200 3156
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/js/util.js HTTP/1.1" 200 302
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/js/adminlte.min.js HTTP/1.1" 200 14561
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/index.js HTTP/1.1" 200 1249
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/js/adminlte.js HTTP/1.1" 200 29555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/js/demo.js HTTP/1.1" 200 17647
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/js/cadastroUsuario.js HTTP/1.1" 200 1580
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/dist/img/avatar5.png HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /MakeAndCia/www/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:03:54 -0300] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:04:03 -0300] "GET /MakeAndCia/Controller?service=InserirProduto&codigo=TE&descricao=TE&preco-custo=2&preco-venda=2&categoria=22&fornecedor=2&qtd-estoque=2 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:04:03 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 1617
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:04:43 -0300] "GET /MakeAndCia/Controller?service=InserirProduto&codigo=RETERTER&descricao=ERTERTERT&preco-custo=1212&preco-venda=1212&categoria=1212&fornecedor=1212121&qtd-estoque=2121 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [03/Nov/2020:15:04:44 -0300] "GET /MakeAndCia/Controller?service=ListarProduto&codigo=&descricao=&preco-custo=&preco-venda=&categoria=&fornecedor=&qtd-estoque= HTTP/1.1" 200 1773
